Location Code,Partner Code,Name,Type,Description,Phone Number,Fax Number,Delivery Point Id,Work Centre Id,Hatch Description,Address Line 1,Suburb,State,Postcode,Country Name,Country Code,Address Line 2,Lat,Lon,Distance
737010_PO,AP,SANDY BAY POST SHOP,PO,Post Office,13 13 18,(03)6212 0942,67768220,737010,NA,48 King Street,SANDY BAY,TAS,7005,Australia,AU,NA,-42.894436,147.32699,843.7213583
269210_PO,AP,MACLEAN LPO,PO,Post Office,(02) 6645 2430,(02)6645 2325,50118683,269210,NA,44 River Street,MACLEAN,NSW,2463,Australia,AU,NA,-29.45817384,153.1966967,843.9970413
736819_PO,AP,ROKEBY LPO,PO,Post Office,(03) 6247 9662,(03)6247 9205,60444127,736819,NA,Shop 6 46 South Arm Road,ROKEBY,TAS,7019,Australia,AU,NA,-42.90160115,147.447424,844.4380694
734389_PO,AP,LAUDERDALE LPO,PO,Post Office,(03) 6248 6266,(03)6248 1226,31548890,734389,NA,Shop 3 476 South Arm Road,LAUDERDALE,TAS,7021,Australia,AU,NA,-42.908371,147.483543,845.1915699
760499_PO,AP,UNIVERSITY OF TAS LPO,PO,Post Office,(03) 6226 2857,(03)6226 7401,40879121,760499,NA,Union Building,SANDY BAY,TAS,7005,Australia,AU,1 Churchill Avenue,-42.90783,147.329841,845.2068788
760288_PO,AP,LOWER SANDY BAY LPO,PO,Post Office,(03) 6225 1930,(03)6225 0391,98179654,760288,NA,632 Sandy Bay Road,SANDY BAY,TAS,7005,Australia,AU,NA,-42.912798,147.354825,845.7327831
507717_PO,AP,JAMESTOWN LPO,PO,Post Office,(08) 8664 1206,(08)8664 1217,67627562,507717,NA,5 Irvine Street,JAMESTOWN,SA,5491,Australia,AU,NA,-33.20367388,138.6057444,846.6155256
232223_PO,AP,DRAKE CPA,PO,Community Postal Agency,(02) 6737 6790,(02)6737 6822,79921660,232223,NA,7709 Bruxner Highway,DRAKE VILLAGE,NSW,2469,Australia,AU,NA,-28.927712,152.375885,846.6570149
277894_PO,AP,WHIPORIE CPA,PO,Community Postal Agency,(02) 6661 9100,(02)6691 9100,46823644,277894,NA,5351 Summerland Way,WHIPORIE,NSW,2469,Australia,AU,NA,-29.282555,152.98904,847.3718854
545131_PO,AP,YACKA CPA,PO,Community Postal Agency,(08) 8846 4036,,65788652,545131,NA,9 Hawker Street,YACKA,SA,5470,Australia,AU,NA,-33.57056724,138.4450177,848.8953481
532218_PO,AP,BRINKWORTH LPO,PO,Post Office,(08) 8846 3095,(08)8846 3095,98874106,532218,NA,37 Main Street,BRINKWORTH,SA,5464,Australia,AU,NA,-33.695774,138.402763,849.019428
235352_PO,AP,HARWOOD ISLAND LPO,PO,Post Office,(02) 6645 9030,(02)6645 9030,57379830,235352,NA,10 Morpeth Street,HARWOOD,NSW,2465,Australia,AU,NA,-29.426474,153.239284,849.3173005
461237_PO,AP,OMAN AMA CPA,PO,Community Postal Agency,(07) 4652 4107,,37824335,461237,NA,BP Oman Ama,OMAN AMA,QLD,4352,Australia,AU,Lot 2 Cunningham Highway,-28.39678845,151.2988277,849.3589749
703179_PO,AP,MURDUNNA CPA,PO,Community Postal Agency,(03) 6253 5196,(03)6253 6028,99899173,703179,NA,4050 Arthur Highway,MURDUNNA,TAS,7178,Australia,AU,NA,-42.947807,147.866198,850.2830865
432911_PO,AP,STANTHORPE LPO,PO,Post Office,(07) 4681 1047,(07)4681 2440,89567865,432911,NA,14 Maryland Street,STANTHORPE,QLD,4380,Australia,AU,NA,-28.655564,151.933678,851.1519116
734282_PO,AP,KINGSTON POST SHOP,PO,Post Office,13 13 18,(03)6283 3256,56133323,734282,In the PO Box Suite,Channel Court Shopping Centre,KINGSTON,TAS,7050,Australia,AU,Shop 80 29 Channel Highway,-42.97565937,147.3104431,852.7708296
733546_PO,AP,GROVE LPO,PO,Post Office,(03) 6266 4204,(03)6266 4204,81127063,733546,NA,1952 Huon Highway,GROVE,TAS,7109,Australia,AU,NA,-42.981474,147.096807,853.8969864
770048_PO,AP,OPOSSUM BAY CPA,PO,Community Postal Agency,(03) 6239 9134,,43322350,770048,NA,2 Pier Road,OPOSSUM BAY,TAS,7023,Australia,AU,NA,-42.994083,147.40273,854.7339854
731401_PO,AP,BLACKMANS BAY LPO,PO,Post Office,(03) 6229 6474,(03)6227 1461,60017514,731401,NA,Blackmans Bay Shopping Centre,BLACKMANS BAY,TAS,7052,Australia,AU,Shop 11 5 Opal Drive,-42.9985194,147.3185697,855.3014696
249404_PO,AP,YAMBA POST SHOP,PO,Post Office,13 13 18,(02)6645 8461,79257673,249404,NA,27 Yamba Street,YAMBA,NSW,2464,Australia,AU,NA,-29.436932,153.360976,855.7410744
236048_PO,AP,ILUKA LPO,PO,Post Office,(02) 6646 6112,(02)6646 5085,46242191,236048,NA,38 Charles Street,ILUKA,NSW,2466,Australia,AU,NA,-29.408659,153.351632,857.6293468
734813_PO,AP,MARGATE LPO,PO,Post Office,13 13 18,(03)6265 0104,75425289,734813,NA,1697 Channel Highway,MARGATE,TAS,7054,Australia,AU,NA,-43.024533,147.260555,858.2753457
421489_PO,AP,YOWAH CPA,PO,Community Postal Agency,(07) 4655 4953,(07)4655 4953,52128777,421489,NA,Artesian Waters Caravan Park,YOWAH,QLD,4490,Australia,AU,1 Blue Bonnet Boulevard,-27.971296,144.638108,858.3291901
536817_PO,AP,KOOLUNGA CPA,PO,Community Postal Agency,(08) 8846 6003,(08)8846 6066,36585722,536817,NA,18 Sixth Street,KOOLUNGA,SA,5464,Australia,AU,NA,-33.586674,138.333558,858.3640664
737379_PO,AP,SOUTH ARM LPO,PO,Post Office,(03) 6239 9125,(03)6239 9025,91451468,737379,NA,3139 South Arm Road,SOUTH ARM,TAS,7022,Australia,AU,NA,-43.028104,147.416836,858.5053375
734012_PO,AP,HUONVILLE POST SHOP,PO,Post Office,13 13 18,(03)6264 1330,36097257,734012,NA,38 Main Street,HUONVILLE,TAS,7109,Australia,AU,NA,-43.03074,147.04886,859.526354
541149_PO,AP,PORT WAKEFIELD LPO,PO,Post Office,(08) 8867 1020,(08)8867 1020,88751609,541149,NA,32 Edward Street,PORT WAKEFIELD,SA,5550,Australia,AU,NA,-34.184722,138.14795,859.850924
445368_PO,AP,THE SUMMIT LPO,PO,Post Office,(07) 4683 2276,(07)4683 2276,55597044,445368,NA,109 Granite Belt Drive,THE SUMMIT,QLD,4377,Australia,AU,NA,-28.573693,151.948939,859.8724289
245622_PO,AP,TABULAM LPO,PO,Post Office,(02) 6666 1240,(02)6666 1352,79194924,245622,NA,12-14 Court Street,TABULAM,NSW,2469,Australia,AU,NA,-28.89149437,152.5661211,859.9463245
534643_PO,AP,GEORGETOWN CPA,PO,Community Postal Agency,(08) 8662 4011,(08)8662 4011,67027367,534643,NA,Georgetown General Store,GEORGETOWN,SA,5472,Australia,AU,35 Fisher Street,-33.359157,138.392835,860.1746664
243280_PO,AP,RAPPVILLE LPO,PO,Post Office,(02) 6661 7150,(02)6661 7150,52701798,243280,NA,5 Nandabah Street,RAPPVILLE,NSW,2469,Australia,AU,NA,-29.08846827,152.9515459,862.7426266
737280_PO,AP,SNUG LPO,PO,Post Office,(03) 6267 9149,(03)6267 9146,76631455,737280,NA,2201 Channel Highway,SNUG,TAS,7054,Australia,AU,NA,-43.065467,147.255108,862.8345496
540170_PO,AP,PENNESHAW LPO,PO,Post Office,(08) 8553 1020,(08)8553 1049,93380882,540170,NA,12 Middle Terrace,PENNESHAW,SA,5222,Australia,AU,NA,-35.71851307,137.9384037,862.9368858
505447_PO,AP,SNOWTOWN LPO,PO,Post Office,(08) 8865 2070,(08)8865 2070,62389686,505447,NA,36 Railway Terrace,SNOWTOWN,SA,5520,Australia,AU,NA,-33.782546,138.214461,863.5068069
561983_PO,AP,TARCOWIE CPA,PO,Community Postal Agency,(08) 8658 6013,(08)8658 6013,54252542,561983,NA,Tarcowie Progress Association,TARCOWIE,SA,5431,Australia,AU,48 High Street,-32.951816,138.518575,863.5487241
539604_PO,AP,ORROROO LPO,PO,Post Office,(08) 8658 1020,(08)8658 1020,83357983,539604,NA,19 Second Street,ORROROO,SA,5431,Australia,AU,NA,-32.733757,138.613563,863.931424
560796_PO,AP,LOCHIEL CPA,PO,Community Postal Agency,(08) 8866 2231,(08)8866 2223,41661048,560796,NA,Simmonds Motors,LOCHIEL,SA,5510,Australia,AU,5 Frances Terrace,-33.927138,138.161129,864.5757136
733191_PO,AP,FRANKLIN LPO,PO,Post Office,(03) 6266 3151,(03)6266 3681,42604950,733191,NA,3402a Main Road,FRANKLIN,TAS,7113,Australia,AU,NA,-43.089953,147.010026,866.2463762
534723_PO,AP,GLADSTONE LPO,PO,Post Office,(08) 8662 2103,(08)8662 2103,45633786,534723,NA,52 Gladstone Street,GLADSTONE,SA,5473,Australia,AU,NA,-33.270347,138.356477,866.3545537
735701_PO,AP,NUBEENA LPO,PO,Post Office,(03) 6250 2203,(03)6250 2203,82419373,735701,NA,13 Clarke Street,NUBEENA,TAS,7184,Australia,AU,NA,-43.099049,147.743295,866.7189518
238545_PO,AP,MALLANGANEE LPO,PO,Post Office,(02) 6664 5150,(02)6664 5150,87284757,238545,NA,Mallanganee LPO & General Store,MALLANGANEE,NSW,2469,Australia,AU,60 Sandilands Street,-28.906192,152.722019,866.8580517
460322_PO,AP,GORE CPA,PO,Community Postal Agency,(07) 4667 4236,(07)4667 4105,NA,460322,NA,Gore Roadhouse,GORE,QLD,4352,Australia,AU,3 Cunningham Highway,-28.29470421,151.4891106,867.4392807
436138_PO,AP,DALVEEN LPO,PO,Post Office,(07) 4685 2341,(07)4685 2378,48051641,436138,NA,17 McCosker Drive,DALVEEN,QLD,4374,Australia,AU,NA,-28.48746,151.970027,869.2967822
734215_PO,AP,KETTERING LPO,PO,Post Office,(03) 6267 4103,(03)6267 4103,56383212,734215,NA,2938 Channel Highway,KETTERING,TAS,7155,Australia,AU,NA,-43.123741,147.245173,869.3293408
541368_PO,AP,REDHILL CPA,PO,Community Postal Agency,(08) 8636 7020,,92315272,541368,NA,Redhill General Store,REDHILL,SA,5521,Australia,AU,5 Bowman Street,-33.537818,138.223136,869.6772611
561262_PO,AP,PORT CLINTON CPA,PO,Community Postal Agency,(08) 8837 7020,(08)8837 7020,85561839,561262,NA,Port Clinton General Store,PORT CLINTON,SA,5570,Australia,AU,21 Cumberland Road,-34.223906,138.01815,870.7566217
515856_PO,AP,PRICE CPA,PO,Community Postal Agency,(08) 8837 6311,(08)8837 6311,62273289,515856,NA,14 Fowler Terrace,PRICE,SA,5570,Australia,AU,NA,-34.288662,137.994529,871.5946845
705019_PO,AP,PORT ARTHUR LPO,PO,Post Office,13 13 18,,49697754,705019,NA,6959 Arthur Highway,PORT ARTHUR,TAS,7182,Australia,AU,NA,-43.140214,147.849985,871.5951771
738689_PO,AP,WOODBRIDGE LPO,PO,Post Office,(03) 6267 4630,(03)6267 4630,37540714,738689,NA,3451 Channel Highway,WOODBRIDGE,TAS,7162,Australia,AU,NA,-43.16069,147.23893,873.4475869
732471_PO,AP,CYGNET LPO,PO,Post Office,(03) 6295 1400,(03)6295 1400,35181377,732471,NA,58 Mary Street,CYGNET,TAS,7112,Australia,AU,NA,-43.158555,147.075389,873.6325186
736173_PO,AP,PORT HUON LPO,PO,Post Office,(03) 6297 1495,(03)6297 0075,42473059,736173,NA,4478 Huon Highway,PORT HUON,TAS,7116,Australia,AU,NA,-43.155286,146.963992,873.6863857
537131_PO,AP,LAURA LPO,PO,Post Office,(08) 8663 2331,(08)8663 2553,53310210,537131,NA,23 Herbert Street,LAURA,SA,5480,Australia,AU,NA,-33.184997,138.300411,874.2390918
733220_PO,AP,GEEVESTON LPO,PO,Post Office,(03) 6297 1102,(03)6297 0193,57684960,733220,NA,10 Church Street,GEEVESTON,TAS,7116,Australia,AU,NA,-43.16396,146.927384,874.8090596
541122_PO,AP,PORT VINCENT LPO,PO,Post Office,(08) 8853 7020,(08)8853 7020,76014213,541122,NA,22 Main Street,PORT VINCENT,SA,5581,Australia,AU,NA,-34.77914,137.859132,875.922267
507207_PO,AP,ARDROSSAN LPO,PO,Post Office,(08) 8837 3020,(08)8837 3020,87512408,507207,NA,15 First Street,ARDROSSAN,SA,5571,Australia,AU,NA,-34.4228335,137.9174291,876.0683507
506255_PO,AP,CRYSTAL BROOK LPO,PO,Post Office,(08) 8636 2021,(08)8636 2021,30548481,506255,NA,2 Railway Terrace,CRYSTAL BROOK,SA,5523,Australia,AU,NA,-33.352963,138.205539,877.0119941
561967_PO,AP,PINE POINT CPA,PO,Community Postal Agency,(0) 0417 893 183,,56079777,561967,NA,Pine Point Memorial Hall,PINE POINT,SA,5571,Australia,AU,50 Main Coast Road,-34.57613329,137.8771631,877.1647928
227571_PO,AP,BONALBO LPO,PO,Post Office,(02) 6665 1114,(02)6665 1114,85215475,227571,NA,3 Koreelah Street,BONALBO,NSW,2469,Australia,AU,NA,-28.737007,152.622716,877.4049984
531207_PO,AP,AMERICAN RIVER LPO,PO,Post Office,(08) 8553 7000,(08)8553 7000,56698021,531207,NA,18 Buick Drive,AMERICAN RIVER,SA,5221,Australia,AU,NA,-35.782964,137.769026,878.2778158
460832_PO,AP,KARARA CPA,PO,Community Postal Agency,(07) 4667 4141,,76167414,460832,NA,Karara Tavern & Motel,KARARA,QLD,4352,Australia,AU,18509 Cunningham Highway,-28.20688,151.56683,879.5158646
542598_PO,AP,STANSBURY LPO,PO,Post Office,(08) 8852 4120,(08)8852 4120,95477818,542598,NA,4 Weaver Street,STANSBURY,SA,5582,Australia,AU,NA,-34.909126,137.796867,880.0322152
532357_PO,AP,BUTE LPO,PO,Post Office,(08) 8826 2011,(08)8826 2173,33176468,532357,NA,15 Railway Terrace,BUTE,SA,5560,Australia,AU,NA,-33.865604,138.005753,880.0881522
561035_PO,AP,MUNDOORA CPA,PO,Community Postal Agency,(08) 8635 4264,(08)8635 4264,70526109,561035,NA,18 East Terrace,MUNDOORA,SA,5555,Australia,AU,NA,-33.595064,138.084451,880.3798569
532074_PO,AP,BOOLEROO CENTRE LPO,PO,Post Office,(08) 8667 2185,(08)8667 2377,96227664,532074,NA,32b Arthur St,BOOLEROO CENTRE,SA,5482,Australia,AU,NA,-32.880912,138.351614,880.8995952
760296_PO,AP,MIDDLETON LPO,PO,Post Office,(03) 6292 1610,,64158438,760296,NA,4409 Channel Highway,MIDDLETON,TAS,7163,Australia,AU,NA,-43.232781,147.253439,881.4291672
544761_PO,AP,WIRRABARA LPO,PO,Post Office,(08) 8668 4168,(08)8668 4138,40020780,544761,NA,31-33 High Street,WIRRABARA,SA,5481,Australia,AU,NA,-33.03347009,138.2683861,882.4683187
445309_PO,AP,THARGOMINDAH LPO,PO,Post Office,(07) 4655 3147,(07)4655 3147,58881737,445309,NA,17a Gilmour Street,THARGOMINDAH,QLD,4492,Australia,AU,NA,-27.996307,143.821356,882.8205019
533720_PO,AP,EDITHBURGH LPO,PO,Post Office,(08) 8852 6295,(08)8852 6295,81671306,533720,NA,18 Edith Street,EDITHBURGH,SA,5583,Australia,AU,NA,-35.084536,137.745515,882.980047
279494_PO,AP,OLD BONALBO CPA,PO,Community Postal Agency,(02) 6665 3133,(02)6665 3133,96825421,279494,NA,15242 Clarence Way,OLD BONALBO,NSW,2469,Australia,AU,NA,-28.653262,152.595405,883.8791715
532496_PO,AP,CARRIETON CPA,PO,Community Postal Agency,(08) 8658 9030,(08)8658 9030,96104652,532496,NA,Lot 214 Fifth Street,CARRIETON,SA,5432,Australia,AU,NA,-32.42291474,138.5292161,884.588076
516947_PO,AP,COOBOWIE LPO,PO,Post Office,(08) 8852 8350,(08)8852 8248,75477505,516947,NA,21 Beach Road,COOBOWIE,SA,5583,Australia,AU,NA,-35.048407,137.725036,885.155199
540090_PO,AP,PASKEVILLE CPA,PO,Community Postal Agency,(08) 8827 2189,(08)8827 2086,62352953,540090,NA,43-47 Railway Terrace N,PASKEVILLE,SA,5552,Australia,AU,NA,-34.03700504,137.90228,885.2788698
254203_PO,AP,WOODBURN LPO,PO,Post Office,(02) 6682 2399,(02)6682 2399,78273694,254203,NA,85 River Street,WOODBURN,NSW,2472,Australia,AU,NA,-29.071476,153.345216,886.8714664
461077_PO,AP,MOONIE CPA,PO,Community Postal Agency,(07) 4665 0189,(07)4665 0164,37890546,461077,NA,Lot 37 Leichhardt Highway,MOONIE,QLD,4406,Australia,AU,NA,-27.71672904,150.3691816,887.7590969
233269_PO,AP,EVANS HEAD LPO,PO,Post Office,(02) 6682 4242,(02)6682 5691,95261064,233269,NA,Shop 3 3 Oak Street,EVANS HEAD,NSW,2473,Australia,AU,NA,-29.11764961,153.4309225,887.8455344
229673_PO,AP,CASINO WEST LPO,PO,Post Office,(02) 6662 3027,(02)6662 3027,44096019,229673,NA,Casino West Newsagency,CASINO,NSW,2470,Australia,AU,53 Hotham Street,-28.858728,153.037538,888.4679091
229657_PO,AP,CASINO POST SHOP,PO,Post Office,13 13 18,(02)6662 7820,49962985,229657,In PO Box area,102 Barker Street,CASINO,NSW,2470,Australia,AU,NA,-28.864432,153.047028,888.4748092
516840_PO,AP,KINGSCOTE LPO,PO,Post Office,(08) 8553 2122,(08)8553 2470,47233480,516840,NA,39 Dauncey Street,KINGSCOTE,SA,5223,Australia,AU,NA,-35.6562,137.638344,890.0416173
510297_PO,AP,WARNERTOWN CPA,PO,Community Postal Agency,(08) 8634 3062,(08)8634 3062,69978136,510297,NA,11406 Augusta Highway,WARNERTOWN,SA,5540,Australia,AU,NA,-33.220978,138.10572,890.2408991
533405_PO,AP,CURRAMULKA CPA,PO,Community Postal Agency,(08) 8854 2004,(08)8854 2090,53060123,533405,NA,Curramulka General Store,CURRAMULKA,SA,5580,Australia,AU,23 Main Street,-34.697796,137.709887,890.5476122
731014_PO,AP,ALONNAH LPO,PO,Post Office,(03) 6293 1139,(03)6293 1381,32483834,731014,NA,3893 Bruny Island Main Road,ALONNAH,TAS,7150,Australia,AU,NA,-43.315894,147.2432,890.6849073
732674_PO,AP,DOVER LPO,PO,Post Office,(03) 6298 1267,(03)6298 1940,75602199,732674,NA,Dover Shopping Centre,DOVER,TAS,7117,Australia,AU,Shop 8 1 Station Road,-43.31101926,147.0164473,890.767212
249607_PO,AP,CORAKI LPO,PO,Post Office,(02) 6683 2121,(02)6683 2121,45712948,249607,NA,81 Richmond Terrace,CORAKI,NSW,2471,Australia,AU,NA,-28.987277,153.287471,891.0117421
237665_PO,AP,LEGUME LPO,PO,Post Office,(07) 4666 4191,,33331196,237665,NA,Lot 3 Acacia Avenue,LEGUME,NSW,2476,Australia,AU,NA,-28.40521603,152.3070293,893.2144394
560067_PO,AP,ARTHURTON CPA,PO,Community Postal Agency,(04) 1423 8667,,92478441,560067,NA,17 Main Street,ARTHURTON,SA,5572,Australia,AU,NA,-34.258494,137.755562,893.8004481
540576_PO,AP,PORT BROUGHTON LPO,PO,Post Office,(08) 8635 2020,(08)8635 2020,54235344,540576,NA,7 Bay Street,PORT BROUGHTON,SA,5522,Australia,AU,NA,-33.59994683,137.9313262,893.9383432
770005_PO,AP,ADVENTURE BAY CPA,PO,Community Postal Agency,(03) 6293 1119,(03)6293 1119,68949014,770005,NA,712 Adventure Bay Road,ADVENTURE BAY,TAS,7150,Australia,AU,NA,-43.361107,147.328186,895.5819399
228208_PO,AP,BROADWATER LPO,PO,Post Office,(02) 6682 8233,(02)6682 8240,36894430,228208,NA,7-9 Pacific Highway,BROADWATER,NSW,2472,Australia,AU,NA,-29.01997622,153.4241036,896.0682512
545238_PO,AP,YORKETOWN LPO,PO,Post Office,(08) 8852 1001,(08)8852 1001,55044523,545238,NA,1 Waterloo Bay Road,YORKETOWN,SA,5576,Australia,AU,NA,-35.019409,137.605495,896.2695656
538169_PO,AP,MELROSE LPO,PO,Post Office,(08) 8666 2123,(08)8666 2169,43561069,538169,NA,3 Stuart Street,MELROSE,SA,5483,Australia,AU,NA,-32.826276,138.186878,897.4413495
560016_PO,AP,ALFORD CPA,PO,Community Postal Agency,(0) 0408 850 571,,42212962,560016,NA,2 High Street,ALFORD,SA,5555,Australia,AU,NA,-33.81775491,137.8215556,897.8713409
262641_PO,AP,URBENVILLE LPO,PO,Post Office,(02) 6634 1211,(02)6634 1211,72256417,262641,NA,43 Urben Street,URBENVILLE,NSW,2475,Australia,AU,NA,-28.472408,152.548575,898.6624557
446256_PO,AP,WARWICK POST SHOP,PO,Post Office,13 13 18,(07)4667 5692,56497982,446256,Ring bell on hatch door next to PO Boxes.,98 Palmerin Street,WARWICK,QLD,4370,Australia,AU,NA,-28.216471,152.032999,898.8330825
508541_PO,AP,MAITLAND LPO,PO,Post Office,(08) 8832 2781,(08)8832 2781,53788786,508541,NA,31 Robert Street,MAITLAND,SA,5573,Australia,AU,NA,-34.374473,137.673223,899.0529598
439339_PO,AP,KILLARNEY LPO,PO,Post Office,(07) 4664 6222,(07)4664 1008,98313630,439339,NA,36 Ivy Street,KILLARNEY,QLD,4373,Australia,AU,NA,-28.33372,152.297384,899.677929
510617_PO,AP,MINLATON LPO,PO,Post Office,(08) 8853 2182,(08)8853 2182,71601658,510617,NA,27 Main Street,MINLATON,SA,5575,Australia,AU,NA,-34.770819,137.595382,899.9591091
515872_PO,AP,PORT PIRIE SOUTH CPA,PO,Community Postal Agency,13 13 18,(08)8632 5547,46798004,515872,NA,Plaza Shopping Centre,PORT PIRIE SOUTH,SA,5540,Australia,AU,Shop 19 91-95 Grey Terrace,-33.19007039,138.0072036,900.0185883
440102_PO,AP,LEYBURN LPO,PO,Post Office,(07) 4695 0148,(07)4695 0147,88173084,440102,NA,5819 Toowoomba-Karara Road,LEYBURN,QLD,4365,Australia,AU,NA,-28.011063,151.586105,900.0730343
541042_PO,AP,PORT PIRIE POST SHOP,PO,Post Office,13 13 18,(08)8632 1333,82720948,541042,Adjacent to PO Boxes,79 Ellen Street,PORT PIRIE,SA,5540,Australia,AU,NA,-33.1761,138.010496,900.202492
541552_PO,AP,RISDON PARK LPO,PO,Post Office,(08) 8632 1390,(08)8632 2214,59517635,541552,NA,150 Kingston Road,RISDON PARK,SA,5540,Australia,AU,NA,-33.203265,137.993066,900.8249714
420048_PO,AP,MILLMERRAN LPO,PO,Post Office,(07) 4695 1147,(07)4695 1448,81088328,420048,NA,39-41 Campbell Street,MILLMERRAN,QLD,4357,Australia,AU,NA,-27.87661,151.269347,901.3096705
517018_PO,AP,URANIA CPA,PO,Community Postal Agency,(0) 0413 671 867,,55534645,517018,NA,Urania Community Hall,URANIA,SA,5573,Australia,AU,11 Sandy Church Road,-34.511049,137.606664,902.7261165
703208_PO,AP,SOUTHPORT CPA,PO,Community Postal Agency,(03) 6298 3144,(03)6298 3268,47067258,703208,NA,8777 Huon Highway,SOUTHPORT,TAS,7109,Australia,AU,NA,-43.4239851,146.9729522,903.4738762
536278_PO,AP,KADINA POST SHOP,PO,Post Office,13 13 18,(08)8821 2360,80081546,536278,NA,56 Graves Street,KADINA,SA,5554,Australia,AU,NA,-33.963549,137.715401,903.8335274
287064_PO,AP,WARDELL LPO,PO,Post Office,(02) 6683 4101,(02)6683 4101,52091336,287064,NA,Shop 4 40 Richmond Street,WARDELL,NSW,2477,Australia,AU,NA,-28.95154665,153.4659834,904.5944521
561422_PO,AP,SOUTH KILKERRAN CPA,PO,Community Postal Agency,(0) 0413 671 867,,28014004,561422,NA,Main Street,SOUTH KILKERRAN,SA,5573,Australia,AU,NA,-34.43922113,137.5903114,905.4124388
237884_PO,AP,LISMORE EAST LPO,PO,Post Office,(02) 6621 2458,(02)6621 2458,90603933,237884,NA,Shop 21 62 Wyrallah Road,EAST LISMORE,NSW,2480,Australia,AU,NA,-28.81963304,153.2851831,905.9485204
244814_PO,AP,LISMORE SOUTH LPO,PO,Post Office,(02) 6621 3132,(02)6622 0391,97440162,244814,NA,73 Union Street,SOUTH LISMORE,NSW,2480,Australia,AU,NA,-28.808531,153.27002,906.0891501
216477_PO,AP,LISMORE POST SHOP,PO,Post Office,13 13 18,(02)6621 3659,48539382,216477,In PO Box area,Conway Plaza,LISMORE,NSW,2480,Australia,AU,Upper Ground Floor 21 Conway Street,-28.81122395,153.2751265,906.1358677
285042_PO,AP,ROCK VALLEY CPA,PO,Community Postal Agency,(02) 6629 3290,(02)6629 3290,NA,285042,NA,772 Rock Valley Road,ROCK VALLEY,NSW,2480,Australia,AU,NA,-28.746827,153.175188,906.3522202
540613_PO,AP,PORT GERMEIN LPO,PO,Post Office,(08) 8634 5252,(08)8634 5184,39610768,540613,NA,13 High Street,PORT GERMEIN,SA,5495,Australia,AU,NA,-33.021322,137.999042,906.6475976
446715_PO,AP,WYANDRA CPA,PO,Community Postal Agency,(07) 4654 9212,(07)4654 9212,77239128,446715,NA,35 Railway Street,WYANDRA,QLD,4489,Australia,AU,NA,-27.246558,145.980438,907.3152867
510342_PO,AP,BRENTWOOD CPA,PO,Community Postal Agency,(08) 8853 4231,(08)8853 4231,87106546,510342,NA,29 Tucker Ave,BRENTWOOD,SA,5575,Australia,AU,NA,-34.864653,137.497217,907.7241731
237892_PO,AP,LISMORE HEIGHTS LPO,PO,Post Office,(02) 6624 3200,(02)6624 4743,86820278,237892,NA,424 Ballina Road,LISMORE HEIGHTS,NSW,2480,Australia,AU,NA,-28.810602,153.3051,907.8980409
261219_PO,AP,GOONELLABAH LPO,PO,Post Office,(02) 6624 1070,(02)6624 2078,45228309,261219,NA,Shop 3 2 Simeoni Drive,GOONELLABAH,NSW,2480,Australia,AU,NA,-28.82242487,153.3278486,908.1318025
269042_PO,AP,KYOGLE LPO,PO,Post Office,(02) 6632 1590,(02)6632 1433,34465759,269042,NA,149 Summerland Way,KYOGLE,NSW,2474,Australia,AU,NA,-28.622359,153.00364,908.3467696
446811_PO,AP,YANGAN LPO,PO,Post Office,(07) 4664 8280,,33633451,446811,NA,16 King Street,YANGAN,QLD,4371,Australia,AU,NA,-28.195609,152.209001,908.9693103
261200_PO,AP,GOOLMANGAR CPA,PO,Community Postal Agency,(02) 6629 3178,(02)6629 3178,46992390,261200,NA,851 Nimbin Road,GOOLMANGAR,NSW,2480,Australia,AU,NA,-28.746919,153.22539,909.1568244
248997_PO,AP,WOODENBONG LPO,PO,Post Office,(02) 6635 1290,,33801903,248997,NA,35 Macpherson Street,WOODENBONG,NSW,2476,Australia,AU,NA,-28.390162,152.612602,909.7321486
260945_PO,AP,EMPIRE VALE LPO,PO,Post Office,(02) 6683 4204,,75129263,260945,NA,604 River Drive,EMPIRE VALE,NSW,2478,Australia,AU,NA,-28.916726,153.502121,909.8091089
510369_PO,AP,HARDWICKE BAY CPA,PO,Community Postal Agency,13 13 18,,42444857,510369,NA,Progress Association Hall,HARDWICKE BAY,SA,5575,Australia,AU,5 Progress Road,-34.892291,137.460066,910.7815854
544737_PO,AP,WILMINGTON LPO,PO,Post Office,(08) 8667 5074,(08)8667 5074,75479359,544737,NA,16 Horrocks Highway,WILMINGTON,SA,5485,Australia,AU,NA,-32.652117,138.100159,911.9461517
505455_PO,AP,WALLAROO LPO,PO,Post Office,13 13 18,(08)8823 3570,58138829,505455,NA,Shop 10 2 Owen Terrace,WALLAROO,SA,5556,Australia,AU,NA,-33.93226767,137.6283218,912.4236999
509560_PO,AP,MOONTA LPO,PO,Post Office,(08) 8825 2020,(08)8825 2020,95808827,509560,NA,18 Ryan Street,MOONTA,SA,5558,Australia,AU,NA,-34.06728999,137.592598,912.535664
225277_PO,AP,ALSTONVILLE POST SHOP,PO,Post Office,13 13 18,(02)6628 5366,42097045,225277,NA,The Plaza,ALSTONVILLE,NSW,2477,Australia,AU,Shop 44 8-20 Robertson Street,-28.84320797,153.4400071,912.7284401
